epoch,lr,train_loss,val_loss,val_auroc,sec
0,0.000354167,0.61350,0.62442,0.87376,75.6
1,0.0006875,0.48270,0.81135,0.97305,81.0
2,0.001,0.30976,0.36018,0.98156,81.4
3,0.000998883,0.29123,0.21890,0.97021,76.7
4,0.000995539,0.20015,0.49896,0.98298,76.7
5,0.000989981,0.12843,1.05235,0.98440,72.3
6,0.000982235,0.20524,0.33227,0.94610,77.8
7,0.000972335,0.20876,0.30625,0.97872,77.5
8,0.000960325,0.10431,0.26215,0.97872,76.8
9,0.000946259,0.11419,0.25271,0.98865,77.0
10,0.000930201,0.05367,0.37651,0.97163,75.8
11,0.000912221,0.05659,0.25773,0.99433,77.0
12,0.0008924,0.06296,1.08645,0.98014,77.7
13,0.000870826,0.05880,0.64607,0.95461,77.2
14,0.000847596,0.05447,0.29194,0.95319,76.1
15,0.000822814,0.02851,0.53402,0.97163,76.6
16,0.00079659,0.05925,0.91810,0.93759,76.7
17,0.000769041,0.09532,0.20848,0.97163,79.7
18,0.000740291,0.01669,0.28624,0.98723,78.3
19,0.000710467,0.03009,0.25514,0.99007,77.9
20,0.000679704,0.00724,0.22763,0.99291,77.4
21,0.000648138,0.02285,0.46418,1.00000,77.4
22,0.00061591,0.00933,0.32805,0.98298,78.4
23,0.000583165,0.02953,0.41276,0.99574,75.0
24,0.000550048,0.02658,0.21897,0.96879,77.5
25,0.000516707,0.04223,0.17685,0.96454,73.1
26,0.000483293,0.00686,0.22789,0.98582,77.6
27,0.000449952,0.00126,0.27234,0.98865,76.6
28,0.000416835,0.00270,0.31044,0.98865,77.1
29,0.00038409,0.00462,0.33335,0.98298,77.0
30,0.000351862,0.00949,0.34000,0.98582,77.4
31,0.000320296,0.00389,0.33021,0.98014,72.7
32,0.000289533,0.00319,0.34215,0.98156,76.8
33,0.000259709,0.00612,0.37618,0.99291,76.7
34,0.000230959,0.00619,0.35500,0.99149,76.6
35,0.00020341,0.00076,0.31113,0.98440,75.5
36,0.000177186,0.00043,0.30298,0.98440,77.1
